"[85, 83, 81, 96, 45, 83, 25, 68, 52, 116, 78, 80, 105, 109, 44, 116, 98, 78, 124, 14]",2
"[22, 49, 30, 109, 81, 87, 51, 46, 59, 46, 11, 55, 114, 70, 119, 83, 82, 84, 57, 45]",3
"[110, 16, 64, 37, 42, 117, 51, 83, 52, 49, 24, 22, 96, 47, 58, 28, 82, 48, 106, 19]",2
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 96, 39, 107]",5
"[76, 98, 111, 100, 45, 42, 10, 65, 102, 66, 15, 5, 47, 32, 85, 91, 113, 39, 47, 83]",4
"[109, 113, 104, 19, 87, 7, 96, 83, 42, 15, 48, 103, 111, 52, 71, 48, 3, 101, 109, 93]",1
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 96, 39, 107]",6
"[76, 98, 111, 9, 45, 42, 10, 65, 102, 66, 15, 5, 47, 32, 85, 91, 113, 39, 47, 27]",5
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 62, 39, 107]",7
"[110, 16, 64, 37, 42, 117, 51, 83, 52, 49, 24, 22, 96, 47, 58, 28, 82, 48, 106, 19]",6
"[76, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 52, 114, 64, 39, 42, 96, 39, 107]",5
"[116, 98, 111, 100, 45, 42, 10, 65, 102, 66, 15, 5, 47, 32, 85, 91, 113, 39, 47, 83]",7
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 62, 39, 107]",7
"[116, 98, 111, 100, 45, 42, 10, 65, 102, 66, 15, 5, 47, 32, 85, 91, 113, 39, 47, 83]",5
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 62, 39, 107]",7
"[116, 101, 22, 27, 103, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 62, 39, 107]",6
"[76, 98, 111, 9, 45, 42, 10, 65, 102, 89, 15, 5, 47, 32, 85, 91, 113, 39, 47, 27]",5
"[76, 98, 111, 86, 45, 42, 10, 65, 102, 66, 15, 5, 47, 32, 85, 91, 113, 39, 47, 27]",4
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 21, 42, 62, 39, 107]",5
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 114, 64, 39, 42, 62, 39, 107]",5
"[116, 101, 22, 27, 4, 29, 59, 69, 22, 5, 86, 23, 37, 32, 85, 91, 113, 39, 47, 27]",3
"[76, 98, 111, 9, 45, 42, 10, 65, 102, 89, 15, 5, 47, 114, 64, 39, 42, 62, 39, 107]",6
"[56, 30, 24, 54, 27, 30, 19, 53, 37, 34, 12, 40, 10, 4, 23, 3, 41, 1, 43, 12]",3
"[16, 59, 32, 34, 17, 58, 39, 47, 52, 58, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",6
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 3, 0, 22, 30, 33, 42, 57, 32, 35, 28]",7
"[52, 10, 13, 50, 37, 30, 12, 3, 14, 53, 29, 34, 33, 59, 49, 34, 9, 58, 12, 29]",5
"[5, 42, 27, 18, 0, 11, 38, 6, 28, 17, 54, 12, 57, 30, 26, 18, 59, 10, 14, 56]",4
"[24, 54, 20, 17, 25, 20, 35, 1, 2, 39, 4, 22, 17, 22, 12, 44, 27, 22, 5, 38]",2
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 3, 0, 22, 30, 33, 42, 57, 32, 35, 20]",6
"[16, 59, 32, 34, 17, 58, 39, 47, 52, 58, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",7
"[18, 59, 32, 34, 17, 58, 12, 3, 14, 53, 29, 34, 27, 59, 49, 34, 9, 58, 12, 29]",6
"[2, 10, 13, 50, 37, 30, 39, 47, 52, 58, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",6
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",8
"[16, 58, 32, 34, 28, 58, 39, 47, 52, 58, 3, 0, 22, 30, 33, 42, 57, 32, 35, 28]",7
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",8
"[16, 59, 32, 34, 17, 58, 39, 47, 52, 58, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",7
"[16, 58, 32, 34, 28, 58, 39, 47, 52, 55, 3, 0, 22, 30, 33, 42, 57, 32, 35, 20]",9
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 58, 3, 0, 22, 30, 33, 42, 57, 32, 35, 28]",9
"[55, 44, 1, 11, 35, 16, 58, 35, 18, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",6
"[55, 39, 1, 11, 35, 16, 58, 35, 52, 55, 3, 0, 22, 30, 33, 42, 57, 32, 35, 20]",7
"[16, 32, 32, 34, 28, 58, 8, 47, 52, 55, 3, 0, 22, 30, 33, 42, 57, 32, 35, 20]",8
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 13, 3, 0, 22, 30, 33, 42, 57, 32, 35, 28]",7
"[55, 39, 1, 11, 35, 16, 58, 35, 8, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 1]",6
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 3, 0, 22, 19, 33, 42, 57, 32, 35, 20]",6
"[55, 44, 1, 11, 35, 16, 58, 35, 52, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",8
"[55, 44, 1, 11, 35, 16, 58, 35, 23, 55, 36, 4, 54, 58, 2, 33, 51, 1, 28, 11]",4
"[12, 5, 22, 15, 32, 0, 48, 37, 11, 33, 8, 17, 22, 20, 13, 12, 33, 46, 28, 49]",2
"[7, 9, 28, 51, 36, 51, 52, 48, 14, 20, 2, 19, 42, 1, 5, 6, 32, 4, 39, 20]",8
"[37, 13, 54, 12, 20, 2, 41, 15, 47, 7, 8, 21, 2, 24, 12, 20, 5, 52, 29, 31]",6
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",8
"[4, 22, 6, 47, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 36, 2, 17, 58, 23]",5
"[6, 58, 27, 41, 38, 55, 24, 59, 42, 18, 25, 59, 58, 13, 34, 8, 28, 4, 0, 50]",6
"[56, 42, 4, 7, 10, 58, 36, 49, 35, 2, 55, 44, 41, 18, 11, 41, 1, 40, 46, 47]",2
"[7, 9, 28, 51, 36, 51, 52, 48, 14, 20, 2, 19, 42, 1, 5, 6, 32, 4, 39, 20]",8
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",7
"[4, 22, 6, 5, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 36, 2, 17, 58, 23]",2
"[4, 22, 6, 47, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 36, 2, 17, 58, 23]",2
"[6, 58, 27, 41, 38, 55, 24, 59, 42, 18, 25, 59, 58, 13, 34, 8, 28, 4, 0, 50]",3
"[6, 20, 27, 41, 38, 54, 24, 59, 42, 18, 25, 59, 34, 13, 34, 8, 28, 4, 0, 55]",3
"[7, 9, 28, 51, 36, 51, 52, 48, 14, 20, 2, 19, 42, 1, 5, 6, 32, 4, 39, 20]",6
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",7
"[4, 22, 34, 5, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 6, 32, 4, 39, 20]",8
"[7, 9, 28, 51, 36, 51, 52, 48, 14, 20, 2, 19, 42, 1, 5, 36, 2, 17, 58, 23]",1
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",6
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",4
"[4, 22, 34, 5, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 6, 32, 4, 39, 20]",1
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",5
"[7, 9, 28, 51, 40, 51, 52, 48, 14, 20, 2, 19, 42, 1, 5, 6, 32, 4, 39, 32]",10
"[4, 56, 34, 5, 50, 9, 41, 5, 45, 11, 0, 54, 17, 39, 49, 6, 32, 4, 39, 20]",1
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 47, 30, 25, 44]",9
"[54, 39, 1, 39, 16, 12, 25, 58, 56, 50, 22, 47, 34, 45, 47, 0, 39, 30, 25, 44]",8
"[41, 14, 58, 31, 32, 17, 59, 12, 20, 33, 5, 30, 54, 11, 36, 35, 55, 51, 50, 51]",4
"[42, 0, 59, 50, 23, 32, 58, 8, 41, 10, 23, 28, 18, 29, 20, 56, 36, 29, 53, 30]",5
"[49, 34, 45, 22, 46, 46, 44, 29, 51, 26, 29, 40, 22, 13, 28, 55, 25, 19, 18, 15]",3
"[39, 21, 7, 32, 14, 6, 27, 42, 49, 54, 41, 17, 43, 44, 26, 54, 37, 37, 31, 2]",6
"[40, 6, 54, 16, 15, 22, 25, 19, 58, 51, 32, 24, 9, 13, 28, 50, 3, 51, 57, 15]",2
"[9, 1, 35, 41, 4, 49, 18, 10, 18, 17, 26, 2, 7, 54, 10, 2, 42, 32, 32, 36]",4
